Wijmbritseradeel,Wijmbritseradeel,
Wijnaldum,Wijnaldum,Q1871629
Wijngaarden,Wijngaarden,Q2251999
Wijnjeterp (gem. Opsterland),Wijnjeterp (gem. Opsterland),
Wijtgaard,Wijtgaard,Q2203880
Wijtgaard gem Leeuwarderadeel,Wijtgaard gem Leeuwarderadeel,
Wildervank,Wildervank,Q956545
Wildervank (GR),Wildervank (GR),
Wilelskop,Wilelskop,
Wilhelmmsoord,Wilhelmmsoord,
Wilhelmshafen,Wilhelmshafen,Q3857
Wilis,Wilis,Q8002414
Willebroeck,Willebroeck,Q695278
Willebroek,Willebroek,Q695278
Willemsdorp,Willemsdorp,
Willemskop,Willemskop,
Willemsoord  (Emmen),Willemsoord  (Emmen),
Willemsoord Fr. (Steenwijkerwold),Willemsoord Fr. (Steenwijkerwold),
Willemsoord in Steenwijkerwold,Willemsoord in Steenwijkerwold,
Willemstad,Willemstad,Q132679
Willenskop,Willenskop,
Willescop,Willescop,
Willeskop,Willeskop,Q2276020
Willeskop (Montfoort),Willeskop (Montfoort),
Willige Langerak,Willige Langerak,Q2473069
Williskoop,Williskoop,
Williskop,Williskop,
Wilmarsdonck,Wilmarsdonck,
`Wilnis,Wilnis,Q2299082
Wilnis,Wilnis,Q2299082
Wilp gem. Marum,Wilp gem. Marum,
Wilrijck,Wilrijck,
Wilsem,Wilsem,
Wilsum,Wilsum,Q1807455
Windeweer,Windeweer,Q3569275
Windeweer gem. Hoogezand,Windeweer gem. Hoogezand,
Winkel,Winkel,Q348650
Winschoten,Winschoten,Q73817
Winse gemeente Ewijk,Winse gemeente Ewijk,
Winsen,Winsen,Q297681
Winsen gem. Ewijk,Winsen gem. Ewijk,
Winsen gem.Ewijk,Winsen gem.Ewijk,
Winsum,Winsum,Q1025079
Winterswijk,Winterswijk,Q72974
Wintsem,Wintsem,
Wintsen,Wintsen,
Wirdum,Wirdum,Q2597427
Wisch,Wisch,Q362648
Wissenkerke,Wissenkerke,Q1848139
Witmarsum,Witmarsum,Q1212492
Wittem,Wittem,Q2615141
Witten,Witten,Q3764
Wjk bij Duurstede,Wjk bij Duurstede,
Woedenberg,Woedenberg,
Woensdrecht,Woensdrecht,Q9881
Woensel,Woensel,Q3569580
Woerden,Woerden,Q5128
Wognum,Wognum,Q117752
Wolfaartdijk,Wolfaartdijk,
Wolfenbuttel (D.),Wolfenbuttel (D.),
Wolfenbüttel (D.),Wolfenbüttel (D.),
Wolfenbuttel (D),Wolfenbuttel (D),
Wolfenbüttel (D),Wolfenbüttel (D),
Wolfenbüttel D'land,Wolfenbüttel D'land,
Wolffenbuttel,Wolffenbuttel,
Wolpern,Wolpern,
Wolvega,Wolvega,Q644366
Wolvega gem. Weststellingwerf,Wolvega gem. Weststellingwerf,
Wolvega gemeente Weststellingwerf,Wolvega gemeente Weststellingwerf,
Womerveer,Womerveer,
Wommels F,Wommels F,
Wonseradeel,Wonseradeel,Q497122
Workum,Workum,Q73405
Wormer,Wormer,Q2341553
Wormerveer,Wormerveer,Q1164598
Woubrugge,Woubrugge,Q1025067
Woudenbeg,Woudenbeg,
Woudenberg,Woudenberg,Q10055
Woudenberg ,Woudenberg ,Q10055
Woudend ,Woudend ,
Woudrichem,Woudrichem,Q9882
Woudsberg,Woudsberg,
Woudsend,Woudsend,Q1025084
Wouseradeel,Wouseradeel,
Wouw,Wouw,Q955118
Ylst,Ylst,
Yrseke,Yrseke,
Yselstein,Yselstein,
"Z Omaha, N Amerika","Z Omaha, N Amerika",
Zaamslag,Zaamslag,Q741975
Zaandam,Zaandam,Q211260
Zaandijk,Zaandijk,Q2168240
Zalt Bommel,Zalt Bommel,
Zalt-Bommel,Zalt-Bommel,
Zaltbommel,Zaltbommel,Q1532373
Zandvoort,Zandvoort,Q9980
Zantvoort,Zantvoort,
Zeddam,Zeddam,Q184256
Zeelhem,Zeelhem,
Zegveld,Zegveld,Q3102713
Zegwaart,Zegwaart,Q2529206
Zeirt,Zeirt,
Zeist,Zeist,Q10056
ZEist,Zeist,Q10056
zeist,Zeist,Q10056
Zeist Austerlitz,Zeist Austerlitz,
Zele,Zele,Q388115
Zelhem,Zelhem,Q1616224
Zerbst Hertogdom Anhalt,Zerbst Hertogdom Anhalt,
Zes Gehuchten,Zes Gehuchten,
Zes Gehuchten (N.B.),Zes Gehuchten (N.B.),
Zes-Gehuchten,Zes-Gehuchten,
Zevenaar,Zevenaar,Q197050
Zevenbergen,Zevenbergen,Q76960
Zevenhoven,Zevenhoven,Q197054
Zevenhuizen,Zevenhuizen,Q407031
Zevenum,Zevenum,
Ziegenrück,Ziegenrück,Q198831
Zierikzee,Zierikzee,Q81076
Zijpe,Zijpe,Q9984
Zijpe N.H,Zijpe N.H,
Zoelen,Zoelen,Q1985335
Zoest,Zoest,
Zoetermeer,Zoetermeer,Q26432
Zoeterwoude,Zoeterwoude,Q218259
Zollerkarspel,Zollerkarspel,
Zomeren,Zomeren,
Zonhoven (België),Zonhoven (België),
Zonnebeke,Zonnebeke,Q214154
Zuid Beijerland,Zuid Beijerland,
Zuid en Noord Schermer,Zuid en Noord Schermer,
Zuid Laren,Zuid Laren,
Zuid Scharwoude,Zuid Scharwoude,
Zuid Zande,Zuid Zande,
Zuid-Scharwoude,Zuid-Scharwoude,Q3576259
Zuidbroek,Zuidbroek,Q228619
Zuidhorn,Zuidhorn,Q210234
Zuidland,Zuidland,Q3576262
Zuidlaren,Zuidlaren,Q228666
Zuidwolde,Zuidwolde,Q1219053
Zuijlen,Zuijlen,
Zuilen,Zuilen,Q2143502
Zuilichem,Zuilichem,Q2424732
Zulichem,Zulichem,
Zundert,Zundert,Q9883
Züschen (Duitschland),Züschen (Duitschland),
Zupthen,Zutphen,Q109535
Zutfen,Zutphen,Q109535
Zutfen ,Zutphen,Q109535
Zuthen ,Zutphen,Q109535
Zutpfen,Zutphen,Q109535
Zutphen,Zutphen,Q109535
Zuyleln,Zuyleln,
Zwaag westeinde,Zwaag westeinde,
Zwaag-Westeinde,Zwaag-Westeinde,
Zwaagwesteinde,Zwaagwesteinde,Q1907265
Zwaluwe,Zwaluwe,
Zwammerdam,Zwammerdam,Q2946722
Zwartebroek,Zwartebroek,Q3117076
Zwartebroek Barneveld,Zwartebroek Barneveld,
Zwartewaal,Zwartewaal,Q3029866
Zwartsluis,Zwartsluis,Q2196318
Zwijnaerde (Belgie)q,Zwijnaerde (Belgie),
Zwijndrecht,Zwijndrecht,Q244681
Zwole,Zwole,
Zwolel,Zwolel,
Zwoll,Zwoll,
Zwolle,Zwolle,Q793
zwolle,zwolle,Q793
Zwolle ,Zwolle ,Q793
ZWolelrkarspel,Zwollerkerspel,Q245131
Zwolle Karspel,Zwollerkerspel,Q245131
Zwolle-Carspel,Zwollerkerspel,Q245131
"Zwolle, Karspel",Zwollerkerspel,Q245131
Zwollecarspel,Zwollerkerspel,Q245131
Zwollekerspel,Zwollerkerspel,Q245131
Zwoller-Kerspel,Zwollerkerspel,Q245131
Zwollerkerspel,Zwollerkerspel,Q245131
,,
,,
,,
,,
,,
,,
,,
,,
u,,
U,,
L,,
